name,description,instruction,ingredients,meal_type,allergen,total_calories,protein,carbs,fats,meal_difficulty,meal_cooking_time,meal_cooking_method,country_origin,diet_type
Grilled Salmon,Delicious salmon fillet grilled with herbs.,"Marinate salmon with lemon and herbs, grill until flaky.","grilled, salmon, salt, pepper",dinner,spice allergy,770,15.39,34.23,5.84,medium,46 min,frying,India,['general']
Vegetable Paella,Spanish rice dish with vibrant vegetables.,"Cook rice with saffron, add sautéed veggies and simmer.","vegetable, paella, salt, pepper",dinner,spice allergy,547,38.05,63.04,18.57,easy,24 min,raw,Morocco,['gluten_free']
Beef Stir-Fry,Quick Asian-style stir-fry with beef and veggies.,"Sear beef strips, add soy sauce, garlic, and vegetables.","beef, stir-fry, salt, pepper",dinner,spice allergy,499,34.57,95.4,22.52,easy,49 min,frying,Mexico,"['vegan', 'paleo']"
Eggplant Parmesan,Baked eggplant with marinara and cheese.,"Bread eggplant slices, bake with tomato sauce and cheese.","eggplant, parmesan, salt, pepper",dinner,spice allergy,412,39.74,27.77,9.45,hard,22 min,steaming,Japan,"['vegetarian', 'keto']"
Coconut Curry,Creamy curry made with coconut milk and spices.,"Cook onions, garlic, add curry paste and coconut milk, simmer.","coconut, curry, salt, pepper",dinner,spice allergy,668,31.2,37.63,18.23,easy,29 min,roasting,Thailand,"['vegetarian', 'dairy_free']"
Avocado Toast,A fresh and healthy breakfast made with mashed avocado on toasted bread.,"Toast the bread, mash ripe avocado with lemon, and spread over toast. Top with salt and pepper.","avocado, toast, salt, pepper",breakfast,yeast allergy,473,22.17,62.6,12.85,medium,24 min,boiling,Mexico,['keto']
Berry Smoothie Bowl,Refreshing smoothie bowl loaded with berries and granola.,"Blend frozen berries with yogurt, pour into a bowl, and top with granola and fresh fruits.","berry, smoothie, bowl, salt, pepper",breakfast,yeast allergy,507,11.12,96.37,7.45,hard,53 min,baking,Thailand,"['vegan', 'vegetarian', 'paleo']"
Greek Yogurt Parfait,"Layered Greek yogurt with honey, granola, and fresh fruit.","Layer yogurt, granola, and fruit in a glass. Drizzle honey on top.","greek, yogurt, parfait, salt, pepper",breakfast,yeast allergy,557,30.89,27.34,27.6,hard,46 min,boiling,Thailand,['vegetarian']
Vegan Banana Pancakes,Fluffy plant-based pancakes with banana flavor.,"Mix mashed banana with flour, almond milk, and baking powder. Cook on skillet until golden.","vegan, banana, pancakes, salt, pepper",breakfast,yeast allergy,499,21.85,91.32,8.9,easy,35 min,boiling,Italy,"['vegan', 'vegetarian', 'dairy_free']"
Scrambled Tofu,"A vegan alternative to scrambled eggs, rich in protein.","Crumble tofu, sauté with turmeric, onions, and spices. Serve hot.","scrambled, tofu, salt, pepper",breakfast,yeast allergy,690,27.14,81.23,23.73,medium,47 min,steaming,India,['vegan']
Quinoa Salad,"Colorful salad with quinoa, chickpeas, and vegetables.","Cook quinoa, mix with chopped veggies, chickpeas, olive oil, and lemon juice.","quinoa, salad, salt, pepper",lunch,yeast allergy,595,17.83,78.59,14.13,easy,11 min,raw,Mexico,"['vegan', 'keto', 'gluten_free']"
Grilled Chicken Wrap,Tender grilled chicken rolled in a soft tortilla.,"Grill chicken, slice, add lettuce and sauce, wrap in tortilla.","grilled, chicken, wrap, salt, pepper",lunch,yeast allergy,798,17.75,99.42,25.26,easy,27 min,grilling,India,['general']
Lentil Soup,Hearty and healthy soup packed with lentils and veggies.,"Sauté onions, garlic, add lentils and broth. Simmer until soft.","lentil, soup, salt, pepper",lunch,yeast allergy,282,34.74,96.84,10.91,easy,30 min,steaming,USA,['vegan']
Zucchini Noodle Stir-fry,Low-carb stir-fry made with spiralized zucchini.,"Sauté zucchini noodles with soy sauce, garlic, and veggies.","zucchini, noodle, stir-fry, salt, pepper",lunch,yeast allergy,614,31.7,25.2,18.74,easy,23 min,baking,Lebanon,['general']
Stuffed Bell Peppers,"Bell peppers filled with rice, beans, and herbs.","Cut and hollow peppers, stuff with rice/beans mix, bake until tender.","stuffed, bell, peppers, salt, pepper",lunch,yeast allergy,274,26.65,40.66,24.79,hard,57 min,frying,France,"['vegan', 'gluten_free']"
Grilled Salmon,Delicious salmon fillet grilled with herbs.,"Marinate salmon with lemon and herbs, grill until flaky.","grilled, salmon, salt, pepper",dinner,yeast allergy,562,19.55,50.81,19.63,easy,59 min,grilling,Japan,['general']
Vegetable Paella,Spanish rice dish with vibrant vegetables.,"Cook rice with saffron, add sautéed veggies and simmer.","vegetable, paella, salt, pepper",dinner,yeast allergy,576,12.81,40.73,16.13,easy,52 min,steaming,Lebanon,['gluten_free']
Beef Stir-Fry,Quick Asian-style stir-fry with beef and veggies.,"Sear beef strips, add soy sauce, garlic, and vegetables.","beef, stir-fry, salt, pepper",dinner,yeast allergy,311,21.69,76.29,21.92,easy,47 min,steaming,Italy,"['vegan', 'paleo']"
Eggplant Parmesan,Baked eggplant with marinara and cheese.,"Bread eggplant slices, bake with tomato sauce and cheese.","eggplant, parmesan, salt, pepper",dinner,yeast allergy,619,33.28,98.56,13.82,easy,21 min,boiling,Mexico,"['vegetarian', 'keto']"
Coconut Curry,Creamy curry made with coconut milk and spices.,"Cook onions, garlic, add curry paste and coconut milk, simmer.","coconut, curry, salt, pepper",dinner,yeast allergy,282,28.09,33.84,9.95,hard,60 min,frying,Greece,"['vegetarian', 'dairy_free']"
Avocado Toast,A fresh and healthy breakfast made with mashed avocado on toasted bread.,"Toast the bread, mash ripe avocado with lemon, and spread over toast. Top with salt and pepper.","avocado, toast, salt, pepper",breakfast,gelatin allergy,429,10.26,93.18,15.71,hard,54 min,raw,USA,['keto']
Berry Smoothie Bowl,Refreshing smoothie bowl loaded with berries and granola.,"Blend frozen berries with yogurt, pour into a bowl, and top with granola and fresh fruits.","berry, smoothie, bowl, salt, pepper",breakfast,gelatin allergy,794,33.15,28.22,30.0,easy,32 min,boiling,USA,"['vegan', 'vegetarian', 'paleo']"
Greek Yogurt Parfait,"Layered Greek yogurt with honey, granola, and fresh fruit.","Layer yogurt, granola, and fruit in a glass. Drizzle honey on top.","greek, yogurt, parfait, salt, pepper",breakfast,gelatin allergy,525,24.11,68.66,14.2,medium,21 min,raw,Greece,['vegetarian']
Vegan Banana Pancakes,Fluffy plant-based pancakes with banana flavor.,"Mix mashed banana with flour, almond milk, and baking powder. Cook on skillet until golden.","vegan, banana, pancakes, salt, pepper",breakfast,gelatin allergy,660,22.0,49.6,21.85,medium,42 min,raw,Greece,"['vegan', 'vegetarian', 'dairy_free']"
Scrambled Tofu,"A vegan alternative to scrambled eggs, rich in protein.","Crumble tofu, sauté with turmeric, onions, and spices. Serve hot.","scrambled, tofu, salt, pepper",breakfast,gelatin allergy,724,29.84,57.06,13.9,medium,40 min,raw,Greece,['vegan']
Quinoa Salad,"Colorful salad with quinoa, chickpeas, and vegetables.","Cook quinoa, mix with chopped veggies, chickpeas, olive oil, and lemon juice.","quinoa, salad, salt, pepper",lunch,gelatin allergy,419,20.13,87.29,18.18,easy,45 min,raw,Morocco,"['vegan', 'keto', 'gluten_free']"
Grilled Chicken Wrap,Tender grilled chicken rolled in a soft tortilla.,"Grill chicken, slice, add lettuce and sauce, wrap in tortilla.","grilled, chicken, wrap, salt, pepper",lunch,gelatin allergy,258,38.74,98.25,15.19,medium,54 min,frying,Morocco,['general']
Lentil Soup,Hearty and healthy soup packed with lentils and veggies.,"Sauté onions, garlic, add lentils and broth. Simmer until soft.","lentil, soup, salt, pepper",lunch,gelatin allergy,302,11.38,87.76,17.23,hard,24 min,frying,India,['vegan']
Zucchini Noodle Stir-fry,Low-carb stir-fry made with spiralized zucchini.,"Sauté zucchini noodles with soy sauce, garlic, and veggies.","zucchini, noodle, stir-fry, salt, pepper",lunch,gelatin allergy,718,27.61,87.23,16.36,easy,31 min,frying,Morocco,['general']
Stuffed Bell Peppers,"Bell peppers filled with rice, beans, and herbs.","Cut and hollow peppers, stuff with rice/beans mix, bake until tender.","stuffed, bell, peppers, salt, pepper",lunch,gelatin allergy,451,30.87,78.84,8.32,medium,39 min,grilling,Greece,"['vegan', 'gluten_free']"
Grilled Salmon,Delicious salmon fillet grilled with herbs.,"Marinate salmon with lemon and herbs, grill until flaky.","grilled, salmon, salt, pepper",dinner,gelatin allergy,537,19.18,28.13,18.46,hard,22 min,baking,India,['general']
Vegetable Paella,Spanish rice dish with vibrant vegetables.,"Cook rice with saffron, add sautéed veggies and simmer.","vegetable, paella, salt, pepper",dinner,gelatin allergy,426,36.46,25.07,11.75,medium,25 min,grilling,Greece,['gluten_free']
Beef Stir-Fry,Quick Asian-style stir-fry with beef and veggies.,"Sear beef strips, add soy sauce, garlic, and vegetables.","beef, stir-fry, salt, pepper",dinner,gelatin allergy,450,27.38,45.15,7.13,hard,42 min,grilling,USA,"['vegan', 'paleo']"
Eggplant Parmesan,Baked eggplant with marinara and cheese.,"Bread eggplant slices, bake with tomato sauce and cheese.","eggplant, parmesan, salt, pepper",dinner,gelatin allergy,296,23.94,57.77,10.34,easy,16 min,raw,Morocco,"['vegetarian', 'keto']"
Coconut Curry,Creamy curry made with coconut milk and spices.,"Cook onions, garlic, add curry paste and coconut milk, simmer.","coconut, curry, salt, pepper",dinner,gelatin allergy,728,28.89,35.46,25.02,hard,24 min,frying,Greece,"['vegetarian', 'dairy_free']"
Avocado Toast,A fresh and healthy breakfast made with mashed avocado on toasted bread.,"Toast the bread, mash ripe avocado with lemon, and spread over toast. Top with salt and pepper.","avocado, toast, salt, pepper",breakfast,carbohydrate malabsorption,707,37.44,27.25,25.51,easy,25 min,roasting,USA,['keto']
Berry Smoothie Bowl,Refreshing smoothie bowl loaded with berries and granola.,"Blend frozen berries with yogurt, pour into a bowl, and top with granola and fresh fruits.","berry, smoothie, bowl, salt, pepper",breakfast,carbohydrate malabsorption,482,10.96,26.97,23.83,medium,11 min,boiling,USA,"['vegan', 'vegetarian', 'paleo']"
Greek Yogurt Parfait,"Layered Greek yogurt with honey, granola, and fresh fruit.","Layer yogurt, granola, and fruit in a glass. Drizzle honey on top.","greek, yogurt, parfait, salt, pepper",breakfast,carbohydrate malabsorption,751,39.56,77.9,20.3,hard,40 min,grilling,Japan,['vegetarian']
Vegan Banana Pancakes,Fluffy plant-based pancakes with banana flavor.,"Mix mashed banana with flour, almond milk, and baking powder. Cook on skillet until golden.","vegan, banana, pancakes, salt, pepper",breakfast,carbohydrate malabsorption,395,28.34,27.05,6.86,medium,24 min,frying,Greece,"['vegan', 'vegetarian', 'dairy_free']"
Scrambled Tofu,"A vegan alternative to scrambled eggs, rich in protein.","Crumble tofu, sauté with turmeric, onions, and spices. Serve hot.","scrambled, tofu, salt, pepper",breakfast,carbohydrate malabsorption,572,35.99,39.96,9.74,hard,27 min,boiling,Mexico,['vegan']
Quinoa Salad,"Colorful salad with quinoa, chickpeas, and vegetables.","Cook quinoa, mix with chopped veggies, chickpeas, olive oil, and lemon juice.","quinoa, salad, salt, pepper",lunch,carbohydrate malabsorption,526,31.08,46.59,20.09,easy,31 min,boiling,France,"['vegan', 'keto', 'gluten_free']"
Grilled Chicken Wrap,Tender grilled chicken rolled in a soft tortilla.,"Grill chicken, slice, add lettuce and sauce, wrap in tortilla.","grilled, chicken, wrap, salt, pepper",lunch,carbohydrate malabsorption,603,23.83,71.29,27.77,easy,25 min,raw,Morocco,['general']
Lentil Soup,Hearty and healthy soup packed with lentils and veggies.,"Sauté onions, garlic, add lentils and broth. Simmer until soft.","lentil, soup, salt, pepper",lunch,carbohydrate malabsorption,254,29.08,49.0,12.75,medium,50 min,steaming,France,['vegan']
Zucchini Noodle Stir-fry,Low-carb stir-fry made with spiralized zucchini.,"Sauté zucchini noodles with soy sauce, garlic, and veggies.","zucchini, noodle, stir-fry, salt, pepper",lunch,carbohydrate malabsorption,497,36.76,87.92,17.31,medium,53 min,grilling,Japan,['general']
Stuffed Bell Peppers,"Bell peppers filled with rice, beans, and herbs.","Cut and hollow peppers, stuff with rice/beans mix, bake until tender.","stuffed, bell, peppers, salt, pepper",lunch,carbohydrate malabsorption,279,19.86,96.18,12.74,hard,23 min,roasting,Japan,"['vegan', 'gluten_free']"
Grilled Salmon,Delicious salmon fillet grilled with herbs.,"Marinate salmon with lemon and herbs, grill until flaky.","grilled, salmon, salt, pepper",dinner,carbohydrate malabsorption,314,38.37,45.66,20.36,medium,13 min,baking,Japan,['general']
Vegetable Paella,Spanish rice dish with vibrant vegetables.,"Cook rice with saffron, add sautéed veggies and simmer.","vegetable, paella, salt, pepper",dinner,carbohydrate malabsorption,681,37.77,23.12,15.81,medium,21 min,grilling,Morocco,['gluten_free']
Beef Stir-Fry,Quick Asian-style stir-fry with beef and veggies.,"Sear beef strips, add soy sauce, garlic, and vegetables.","beef, stir-fry, salt, pepper",dinner,carbohydrate malabsorption,391,22.56,24.71,26.28,easy,24 min,raw,India,"['vegan', 'paleo']"
Eggplant Parmesan,Baked eggplant with marinara and cheese.,"Bread eggplant slices, bake with tomato sauce and cheese.","eggplant, parmesan, salt, pepper",dinner,carbohydrate malabsorption,593,25.25,44.58,28.07,hard,37 min,steaming,Thailand,"['vegetarian', 'keto']"
Coconut Curry,Creamy curry made with coconut milk and spices.,"Cook onions, garlic, add curry paste and coconut milk, simmer.","coconut, curry, salt, pepper",dinner,carbohydrate malabsorption,609,12.0,20.82,12.84,medium,29 min,grilling,Morocco,"['vegetarian', 'dairy_free']"
Avocado Toast,A fresh and healthy breakfast made with mashed avocado on toasted bread.,"Toast the bread, mash ripe avocado with lemon, and spread over toast. Top with salt and pepper.","avocado, toast, salt, pepper",breakfast,glutamate sensitivity,362,16.19,55.28,22.81,easy,16 min,steaming,Italy,['keto']
Berry Smoothie Bowl,Refreshing smoothie bowl loaded with berries and granola.,"Blend frozen berries with yogurt, pour into a bowl, and top with granola and fresh fruits.","berry, smoothie, bowl, salt, pepper",breakfast,glutamate sensitivity,612,38.89,27.04,23.18,easy,21 min,baking,India,"['vegan', 'vegetarian', 'paleo']"
Greek Yogurt Parfait,"Layered Greek yogurt with honey, granola, and fresh fruit.","Layer yogurt, granola, and fruit in a glass. Drizzle honey on top.","greek, yogurt, parfait, salt, pepper",breakfast,glutamate sensitivity,289,24.11,76.98,15.35,hard,19 min,frying,Lebanon,['vegetarian']
Vegan Banana Pancakes,Fluffy plant-based pancakes with banana flavor.,"Mix mashed banana with flour, almond milk, and baking powder. Cook on skillet until golden.","vegan, banana, pancakes, salt, pepper",breakfast,glutamate sensitivity,385,38.03,91.5,24.22,medium,28 min,frying,Thailand,"['vegan', 'vegetarian', 'dairy_free']"
Scrambled Tofu,"A vegan alternative to scrambled eggs, rich in protein.","Crumble tofu, sauté with turmeric, onions, and spices. Serve hot.","scrambled, tofu, salt, pepper",breakfast,glutamate sensitivity,254,23.58,69.33,27.11,easy,58 min,baking,Mexico,['vegan']
Quinoa Salad,"Colorful salad with quinoa, chickpeas, and vegetables.","Cook quinoa, mix with chopped veggies, chickpeas, olive oil, and lemon juice.","quinoa, salad, salt, pepper",lunch,glutamate sensitivity,557,24.35,91.04,28.77,medium,40 min,grilling,USA,"['vegan', 'keto', 'gluten_free']"
Grilled Chicken Wrap,Tender grilled chicken rolled in a soft tortilla.,"Grill chicken, slice, add lettuce and sauce, wrap in tortilla.","grilled, chicken, wrap, salt, pepper",lunch,glutamate sensitivity,601,14.08,52.58,11.7,hard,26 min,baking,Thailand,['general']
Lentil Soup,Hearty and healthy soup packed with lentils and veggies.,"Sauté onions, garlic, add lentils and broth. Simmer until soft.","lentil, soup, salt, pepper",lunch,glutamate sensitivity,273,24.36,69.11,29.08,easy,11 min,raw,Morocco,['vegan']
Zucchini Noodle Stir-fry,Low-carb stir-fry made with spiralized zucchini.,"Sauté zucchini noodles with soy sauce, garlic, and veggies.","zucchini, noodle, stir-fry, salt, pepper",lunch,glutamate sensitivity,439,16.79,44.25,9.9,easy,50 min,raw,Thailand,['general']
Stuffed Bell Peppers,"Bell peppers filled with rice, beans, and herbs.","Cut and hollow peppers, stuff with rice/beans mix, bake until tender.","stuffed, bell, peppers, salt, pepper",lunch,glutamate sensitivity,346,18.81,81.44,24.19,medium,46 min,raw,Japan,"['vegan', 'gluten_free']"
Grilled Salmon,Delicious salmon fillet grilled with herbs.,"Marinate salmon with lemon and herbs, grill until flaky.","grilled, salmon, salt, pepper",dinner,glutamate sensitivity,569,10.34,45.58,29.33,medium,44 min,baking,Japan,['general']
Vegetable Paella,Spanish rice dish with vibrant vegetables.,"Cook rice with saffron, add sautéed veggies and simmer.","vegetable, paella, salt, pepper",dinner,glutamate sensitivity,464,37.6,52.54,21.69,medium,33 min,boiling,Mexico,['gluten_free']
Beef Stir-Fry,Quick Asian-style stir-fry with beef and veggies.,"Sear beef strips, add soy sauce, garlic, and vegetables.","beef, stir-fry, salt, pepper",dinner,glutamate sensitivity,601,19.17,87.15,21.6,hard,22 min,baking,USA,"['vegan', 'paleo']"
Eggplant Parmesan,Baked eggplant with marinara and cheese.,"Bread eggplant slices, bake with tomato sauce and cheese.","eggplant, parmesan, salt, pepper",dinner,glutamate sensitivity,482,29.51,54.57,27.85,hard,55 min,roasting,Lebanon,"['vegetarian', 'keto']"
Coconut Curry,Creamy curry made with coconut milk and spices.,"Cook onions, garlic, add curry paste and coconut milk, simmer.","coconut, curry, salt, pepper",dinner,glutamate sensitivity,316,29.39,79.94,21.84,medium,39 min,grilling,France,"['vegetarian', 'dairy_free']"
Avocado Toast,A fresh and healthy breakfast made with mashed avocado on toasted bread.,"Toast the bread, mash ripe avocado with lemon, and spread over toast. Top with salt and pepper.","avocado, toast, salt, pepper",breakfast,tyramine sensitivity,392,32.05,44.43,10.71,medium,20 min,steaming,Mexico,['keto']
Berry Smoothie Bowl,Refreshing smoothie bowl loaded with berries and granola.,"Blend frozen berries with yogurt, pour into a bowl, and top with granola and fresh fruits.","berry, smoothie, bowl, salt, pepper",breakfast,tyramine sensitivity,725,38.35,99.04,14.11,hard,13 min,roasting,India,"['vegan', 'vegetarian', 'paleo']"
Greek Yogurt Parfait,"Layered Greek yogurt with honey, granola, and fresh fruit.","Layer yogurt, granola, and fruit in a glass. Drizzle honey on top.","greek, yogurt, parfait, salt, pepper",breakfast,tyramine sensitivity,521,12.82,44.29,20.72,medium,25 min,steaming,India,['vegetarian']
Vegan Banana Pancakes,Fluffy plant-based pancakes with banana flavor.,"Mix mashed banana with flour, almond milk, and baking powder. Cook on skillet until golden.","vegan, banana, pancakes, salt, pepper",breakfast,tyramine sensitivity,488,28.5,82.65,26.09,medium,24 min,roasting,Italy,"['vegan', 'vegetarian', 'dairy_free']"
Scrambled Tofu,"A vegan alternative to scrambled eggs, rich in protein.","Crumble tofu, sauté with turmeric, onions, and spices. Serve hot.","scrambled, tofu, salt, pepper",breakfast,tyramine sensitivity,479,36.39,79.36,19.02,easy,32 min,boiling,Italy,['vegan']
Quinoa Salad,"Colorful salad with quinoa, chickpeas, and vegetables.","Cook quinoa, mix with chopped veggies, chickpeas, olive oil, and lemon juice.","quinoa, salad, salt, pepper",lunch,tyramine sensitivity,753,35.18,34.7,8.83,easy,12 min,raw,Lebanon,"['vegan', 'keto', 'gluten_free']"
Grilled Chicken Wrap,Tender grilled chicken rolled in a soft tortilla.,"Grill chicken, slice, add lettuce and sauce, wrap in tortilla.","grilled, chicken, wrap, salt, pepper",lunch,tyramine sensitivity,588,16.89,67.28,25.61,easy,30 min,baking,Italy,['general']
Lentil Soup,Hearty and healthy soup packed with lentils and veggies.,"Sauté onions, garlic, add lentils and broth. Simmer until soft.","lentil, soup, salt, pepper",lunch,tyramine sensitivity,442,34.28,31.31,17.84,hard,14 min,frying,USA,['vegan']
Zucchini Noodle Stir-fry,Low-carb stir-fry made with spiralized zucchini.,"Sauté zucchini noodles with soy sauce, garlic, and veggies.","zucchini, noodle, stir-fry, salt, pepper",lunch,tyramine sensitivity,330,22.35,95.1,29.36,hard,35 min,raw,Thailand,['general']
Stuffed Bell Peppers,"Bell peppers filled with rice, beans, and herbs.","Cut and hollow peppers, stuff with rice/beans mix, bake until tender.","stuffed, bell, peppers, salt, pepper",lunch,tyramine sensitivity,352,37.37,88.61,13.57,hard,13 min,baking,India,"['vegan', 'gluten_free']"
Grilled Salmon,Delicious salmon fillet grilled with herbs.,"Marinate salmon with lemon and herbs, grill until flaky.","grilled, salmon, salt, pepper",dinner,tyramine sensitivity,364,15.54,67.84,28.71,easy,18 min,boiling,Italy,['general']
Vegetable Paella,Spanish rice dish with vibrant vegetables.,"Cook rice with saffron, add sautéed veggies and simmer.","vegetable, paella, salt, pepper",dinner,tyramine sensitivity,395,17.04,47.3,21.73,medium,25 min,raw,Lebanon,['gluten_free']
Beef Stir-Fry,Quick Asian-style stir-fry with beef and veggies.,"Sear beef strips, add soy sauce, garlic, and vegetables.","beef, stir-fry, salt, pepper",dinner,tyramine sensitivity,494,19.38,24.41,10.93,easy,18 min,grilling,Mexico,"['vegan', 'paleo']"
Eggplant Parmesan,Baked eggplant with marinara and cheese.,"Bread eggplant slices, bake with tomato sauce and cheese.","eggplant, parmesan, salt, pepper",dinner,tyramine sensitivity,611,37.05,44.54,23.24,medium,30 min,roasting,Greece,"['vegetarian', 'keto']"
Coconut Curry,Creamy curry made with coconut milk and spices.,"Cook onions, garlic, add curry paste and coconut milk, simmer.","coconut, curry, salt, pepper",dinner,tyramine sensitivity,279,12.82,26.56,25.24,medium,16 min,boiling,Mexico,"['vegetarian', 'dairy_free']"
Avocado Toast,A fresh and healthy breakfast made with mashed avocado on toasted bread.,"Toast the bread, mash ripe avocado with lemon, and spread over toast. Top with salt and pepper.","avocado, toast, salt, pepper",breakfast,fodmap sensitivity,531,26.33,69.45,28.65,medium,11 min,steaming,France,['keto']
Berry Smoothie Bowl,Refreshing smoothie bowl loaded with berries and granola.,"Blend frozen berries with yogurt, pour into a bowl, and top with granola and fresh fruits.","berry, smoothie, bowl, salt, pepper",breakfast,fodmap sensitivity,420,29.46,78.7,22.69,easy,41 min,baking,Lebanon,"['vegan', 'vegetarian', 'paleo']"
Greek Yogurt Parfait,"Layered Greek yogurt with honey, granola, and fresh fruit.","Layer yogurt, granola, and fruit in a glass. Drizzle honey on top.","greek, yogurt, parfait, salt, pepper",breakfast,fodmap sensitivity,660,19.3,28.24,25.0,hard,55 min,steaming,Mexico,['vegetarian']
Vegan Banana Pancakes,Fluffy plant-based pancakes with banana flavor.,"Mix mashed banana with flour, almond milk, and baking powder. Cook on skillet until golden.","vegan, banana, pancakes, salt, pepper",breakfast,fodmap sensitivity,616,18.05,53.55,8.54,easy,15 min,baking,Lebanon,"['vegan', 'vegetarian', 'dairy_free']"
Scrambled Tofu,"A vegan alternative to scrambled eggs, rich in protein.","Crumble tofu, sauté with turmeric, onions, and spices. Serve hot.","scrambled, tofu, salt, pepper",breakfast,fodmap sensitivity,439,18.9,28.37,17.66,medium,33 min,baking,Morocco,['vegan']
Quinoa Salad,"Colorful salad with quinoa, chickpeas, and vegetables.","Cook quinoa, mix with chopped veggies, chickpeas, olive oil, and lemon juice.","quinoa, salad, salt, pepper",lunch,fodmap sensitivity,721,39.16,75.58,24.09,easy,32 min,frying,India,"['vegan', 'keto', 'gluten_free']"
Grilled Chicken Wrap,Tender grilled chicken rolled in a soft tortilla.,"Grill chicken, slice, add lettuce and sauce, wrap in tortilla.","grilled, chicken, wrap, salt, pepper",lunch,fodmap sensitivity,520,36.18,50.6,14.76,medium,30 min,steaming,Mexico,['general']
Lentil Soup,Hearty and healthy soup packed with lentils and veggies.,"Sauté onions, garlic, add lentils and broth. Simmer until soft.","lentil, soup, salt, pepper",lunch,fodmap sensitivity,402,18.12,71.26,28.47,medium,44 min,raw,Japan,['vegan']
Zucchini Noodle Stir-fry,Low-carb stir-fry made with spiralized zucchini.,"Sauté zucchini noodles with soy sauce, garlic, and veggies.","zucchini, noodle, stir-fry, salt, pepper",lunch,fodmap sensitivity,694,30.08,75.2,7.59,medium,41 min,raw,Italy,['general']
Stuffed Bell Peppers,"Bell peppers filled with rice, beans, and herbs.","Cut and hollow peppers, stuff with rice/beans mix, bake until tender.","stuffed, bell, peppers, salt, pepper",lunch,fodmap sensitivity,639,30.04,27.46,25.26,easy,13 min,baking,Morocco,"['vegan', 'gluten_free']"
Grilled Salmon,Delicious salmon fillet grilled with herbs.,"Marinate salmon with lemon and herbs, grill until flaky.","grilled, salmon, salt, pepper",dinner,fodmap sensitivity,437,14.72,24.71,21.81,medium,47 min,raw,Lebanon,['general']
Vegetable Paella,Spanish rice dish with vibrant vegetables.,"Cook rice with saffron, add sautéed veggies and simmer.","vegetable, paella, salt, pepper",dinner,fodmap sensitivity,602,18.39,80.3,28.92,medium,27 min,boiling,Lebanon,['gluten_free']
Beef Stir-Fry,Quick Asian-style stir-fry with beef and veggies.,"Sear beef strips, add soy sauce, garlic, and vegetables.","beef, stir-fry, salt, pepper",dinner,fodmap sensitivity,363,34.26,87.22,24.92,easy,50 min,boiling,India,"['vegan', 'paleo']"
Eggplant Parmesan,Baked eggplant with marinara and cheese.,"Bread eggplant slices, bake with tomato sauce and cheese.","eggplant, parmesan, salt, pepper",dinner,fodmap sensitivity,302,32.62,76.19,9.16,medium,54 min,raw,Japan,"['vegetarian', 'keto']"
Coconut Curry,Creamy curry made with coconut milk and spices.,"Cook onions, garlic, add curry paste and coconut milk, simmer.","coconut, curry, salt, pepper",dinner,fodmap sensitivity,786,10.22,62.11,11.6,hard,13 min,roasting,Mexico,"['vegetarian', 'dairy_free']"
